Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,predicted_Phase,probability_Phase_0,probability_Phase_1
1.6,0.4,-1,0,0.9876112535971515,0.012388746402848483
1.7,0.4,-1,0,0.9909838938325493,0.009016106167450744
1.8,0.4,-1,0,0.9933635846740572,0.006636415325942835
1.9,0.4,-1,0,0.9950318437561236,0.004968156243876365
2.0,0.4,-1,0,0.9962027472660111,0.0037972527339888984
2.1,0.4,-1,0,0.9970304377620778,0.0029695622379222186
2.2,0.4,-1,0,0.9976221977291289,0.0023778022708711433
2.3,0.4,-1,0,0.9980512727104269,0.0019487272895730712
2.4,0.4,-1,0,0.998367247438523,0.001632752561476991
2.5,0.4,-1,0,0.998603666630288,0.0013963333697120106
2.6,0.4,-1,0,0.9987833348951654,0.0012166651048346466
2.7,0.4,-1,0,0.9989218905875532,0.0010781094124467927
2.8,0.4,-1,0,0.9990301776023216,0.0009698223976783993
2.9,0.4,-1,0,0.9991158099045379,0.0008841900954621451
3.0,0.4,-1,0,0.9991842041968084,0.0008157958031915769
3.1,0.4,-1,0,0.9992392650601687,0.000760734939831309
3.2,0.4,-1,0,0.9992838432298186,0.000716156770181442
3.3,0.4,-1,0,0.9993200452340716,0.0006799547659284144
3.4,0.4,-1,0,0.9993494449487343,0.0006505550512656555
3.5,0.4,-1,0,0.9993732298398754,0.000626770160124579
3.6,0.4,-1,0,0.9993923032701559,0.000607696729844065
3.7,0.4,-1,0,0.9994073568922204,0.0005926431077796224
3.8,0.4,-1,0,0.9994189224640877,0.0005810775359122999
3.9,0.4,-1,0,0.9994274093157856,0.0005725906842144468
4.0,0.4,-1,0,0.9994331317141132,0.0005668682858868124
4.1,0.4,-1,0,0.9994363290088586,0.0005636709911414073
4.2,0.4,-1,0,0.9994371805807987,0.0005628194192013325
4.3,0.4,-1,0,0.9994358169883526,0.0005641830116474011
4.4,0.4,-1,0,0.9994323283100357,0.0005676716899642997
4.5,0.4,-1,0,0.9994267703862079,0.0005732296137921367
4.6,0.4,-1,0,0.9994191694763686,0.0005808305236314482
4.7,0.4,-1,0,0.9994095257000026,0.0005904742999973678
4.8,0.4,-1,0,0.9993978155255263,0.0006021844744736882
4.9,0.4,-1,0,0.9993839935187907,0.0006160064812092969
5.0,0.4,-1,0,0.9993679934859756,0.0006320065140243969
5.1,0.4,-1,0,0.9993497291249014,0.000650270875098613
5.2,0.4,-1,0,0.9993290942624071,0.0006709057375928751
5.3,0.4,-1,0,0.9993059627425964,0.0006940372574035791
5.4,0.4,-1,0,0.9992801879951685,0.0007198120048315104
5.5,0.4,-1,0,0.999251602327945,0.0007483976720550345
5.6,0.4,-1,0,0.9992200159537106,0.0007799840462894281
5.7,0.4,-1,0,0.9991852157678522,0.0008147842321477583
5.8,0.4,-1,0,0.9991469638814579,0.0008530361185421498
5.9,0.4,-1,0,0.9991049959139673,0.0008950040860327135
6.0,0.4,-1,0,0.9990590190316198,0.000940980968380245
6.1,0.4,-1,0,0.9990087097382911,0.0009912902617088548
6.2,0.4,-1,0,0.9989537113991673,0.0010462886008326677
6.3,0.4,-1,0,0.998893631481792,0.0011063685182080008
6.4,0.4,-1,0,0.998828038506872,0.0011719614931280375
6.5,0.4,-1,0,0.998756458680873,0.0012435413191269618
6.6,0.4,-1,0,0.9986783721958545,0.0013216278041454643
6.7,0.4,-1,0,0.9985932091647101,0.0014067908352899394
6.8,0.4,-1,0,0.9985003451799912,0.0014996548200088
6.9,0.4,-1,0,0.9983990964520899,0.001600903547910093
7.0,0.4,-1,0,0.9982887145116592,0.0017112854883407635
7.1,0.4,-1,0,0.9981683804384147,0.0018316195615852848
7.2,0.4,-1,0,0.9980371985888041,0.001962801411195869
7.3,0.4,-1,0,0.9978941897858249,0.002105810214175108
7.4,0.4,-1,0,0.9977382839475695,0.002261716052430529
7.5,0.4,-1,0,0.9975683121183465,0.002431687881653488
7.6,0.4,-1,0,0.9973829978654294,0.002617002134570612
7.7,0.4,-1,0,0.9971809480359752,0.0028190519640247658
7.8,0.4,-1,0,0.996960642826366,0.0030393571736340164
7.9,0.4,-1,0,0.9967204251702242,0.003279574829775811
8.0,0.4,-1,0,0.9964584894174777,0.003541510582522278
8.1,0.4,-1,0,0.9961728693112946,0.003827130688705438
0.1,0.5,-1,0,0.8869302594762303,0.11306974052376972
0.2,0.5,-1,0,0.8844321682651071,0.11556783173489293
0.3,0.5,-1,0,0.8826689423975722,0.11733105760242779
0.4,0.5,-1,0,0.8820297359700362,0.1179702640299638
0.5,0.5,-1,0,0.8829441898251389,0.11705581017486111
0.6,0.5,-1,0,0.8858304996691686,0.1141695003308314
0.7,0.5,-1,0,0.8910149925864062,0.10898500741359385
0.8,0.5,-1,0,0.8986316033174262,0.1013683966825738
0.9,0.5,-1,0,0.908525933078181,0.09147406692181903
1.0,0.5,-1,0,0.9202044110610359,0.0797955889389641
1.1,0.5,-1,0,0.9328710889191143,0.0671289110808857
1.2,0.5,-1,0,0.9455683918675959,0.05443160813240411
1.3,0.5,-1,0,0.9573858802432369,0.0426141197567631
1.4,0.5,-1,0,0.9676547990170548,0.032345200982945244
1.5,0.5,-1,0,0.9760480090216106,0.023951990978389404
1.6,0.5,-1,0,0.9825601048498811,0.0174398951501189
1.7,0.5,-1,0,0.9874061667171645,0.012593833282835476
1.8,0.5,-1,0,0.9909022692470444,0.009097730752955613
1.9,0.5,-1,0,0.9933730237107739,0.00662697628922615
2.0,0.5,-1,0,0.9951000267792551,0.004899973220744869
2.1,0.5,-1,0,0.9963039878899735,0.0036960121100264587
2.2,0.5,-1,0,0.9971468748893813,0.0028531251106187483
2.3,0.5,-1,0,0.9977425736758505,0.002257426324149492
2.4,0.5,-1,0,0.9981690919853463,0.0018309080146536871
2.5,0.5,-1,0,0.9984791306449097,0.0015208693550903263
2.6,0.5,-1,0,0.9987081340274244,0.0012918659725755788
2.7,0.5,-1,0,0.9988799959712651,0.0011200040287349111
2.8,0.5,-1,0,0.9990109388893416,0.0009890611106584402
2.9,0.5,-1,0,0.9991120907953928,0.0008879092046072401
3.0,0.5,-1,0,0.9991911789829828,0.0008088210170171806
3.1,0.5,-1,0,0.9992536404921566,0.0007463595078434082
3.2,0.5,-1,0,0.9993033525993269,0.0006966474006731005
3.3,0.5,-1,0,0.9993431167871449,0.0006568832128550639
3.4,0.5,-1,0,0.9993749824799352,0.00062501752006483
3.5,0.5,-1,0,0.9994004660064775,0.0005995339935225275
3.6,0.5,-1,0,0.9994207004663167,0.0005792995336832973
3.7,0.5,-1,0,0.9994365395598379,0.0005634604401620891
3.8,0.5,-1,0,0.999448630384677,0.000551369615322983
3.9,0.5,-1,0,0.9994574650700088,0.0005425349299912341
4.0,0.5,-1,0,0.9994634177991202,0.0005365822008798204
4.1,0.5,-1,0,0.9994667716198364,0.000533228380163564
4.2,0.5,-1,0,0.9994677380249186,0.0005322619750813828
4.3,0.5,-1,0,0.9994664713577777,0.0005335286422223362
4.4,0.5,-1,0,0.9994630794680006,0.0005369205319993853
4.5,0.5,-1,0,0.9994576316055372,0.0005423683944627555
4.6,0.5,-1,0,0.99945016427057,0.0005498357294300149
4.7,0.5,-1,0,0.9994406855188345,0.0005593144811655293
4.8,0.5,-1,0,0.9994291780905087,0.0005708219094913147
4.9,0.5,-1,0,0.9994156016223315,0.0005843983776685491
5.0,0.5,-1,0,0.9993998941371274,0.0006001058628726241
5.1,0.5,-1,0,0.9993819729548932,0.0006180270451068282
5.2,0.5,-1,0,0.9993617351238981,0.0006382648761018572
5.3,0.5,-1,0,0.9993390574495606,0.0006609425504393585
5.4,0.5,-1,0,0.9993137961774892,0.0006862038225108336
5.5,0.5,-1,0,0.9992857863602467,0.000714213639753325
5.6,0.5,-1,0,0.9992548409468327,0.0007451590531672991
5.7,0.5,-1,0,0.9992207496018182,0.00077925039818183
5.8,0.5,-1,0,0.9991832772643647,0.0008167227356352669
5.9,0.5,-1,0,0.9991421624538361,0.0008578375461638643
6.0,0.5,-1,0,0.9990971153141572,0.0009028846858427642
6.1,0.5,-1,0,0.9990478153978302,0.0009521846021698366
6.2,0.5,-1,0,0.9989939091661881,0.001006090833811868
6.3,0.5,-1,0,0.9989350072063417,0.001064992793658348
6.4,0.5,-1,0,0.9988706811344628,0.0011293188655372433
6.5,0.5,-1,0,0.9988004601765397,0.0011995398234603272
6.6,0.5,-1,0,0.9987238273905632,0.0012761726094367987
6.7,0.5,-1,0,0.9986402155201404,0.001359784479859627
6.8,0.5,-1,0,0.9985490024348564,0.0014509975651435525
6.9,0.5,-1,0,0.9984495061434018,0.001550493856598223
7.0,0.5,-1,0,0.9983409793312603,0.0016590206687396858
7.1,0.5,-1,0,0.9982226034062478,0.0017773965937522007
7.2,0.5,-1,0,0.9980934819996037,0.0019065180003963178
7.3,0.5,-1,0,0.9979526338997857,0.0020473661002142762
7.4,0.5,-1,0,0.9977989853763347,0.0022010146236652872
7.5,0.5,-1,0,0.9976313618574295,0.0023686381425704894
7.6,0.5,-1,0,0.9974484789311191,0.002551521068880902
7.7,0.5,-1,0,0.9972489326341929,0.0027510673658071028
7.8,0.5,-1,0,0.9970311890008361,0.0029688109991639067
7.9,0.5,-1,0,0.9967935728544717,0.0032064271455283233
8.0,0.5,-1,0,0.9965342558145949,0.0034657441854051285
8.1,0.5,-1,0,0.996251243534175,0.003748756465824954
0.1,0.6,-1,0,0.9086240897378275,0.09137591026217251
0.2,0.6,-1,0,0.9043037433610834,0.09569625663891657
0.3,0.6,-1,0,0.8998838646018612,0.1001161353981388
0.4,0.6,-1,0,0.8956474728023522,0.10435252719764776
0.5,0.6,-1,0,0.891995344080101,0.10800465591989905
0.6,0.6,-1,0,0.8894434696672988,0.11055653033270119
0.7,0.6,-1,0,0.8885874292149083,0.1114125707850917
0.8,0.6,-1,0,0.8900217539979849,0.10997824600201511
0.9,0.6,-1,0,0.8942138639083623,0.10578613609163767
1.0,0.6,-1,0,0.9013537142221821,0.09864628577781787
1.1,0.6,-1,0,0.9112263213321512,0.0887736786678488
1.2,0.6,-1,0,0.9231701080468611,0.07682989195313894
1.3,0.6,-1,0,0.9361693850484016,0.06383061495159836
1.4,0.6,-1,0,0.9490747673655733,0.05092523263442672
1.5,0.6,-1,0,0.9608737651625461,0.03912623483745392
1.6,0.6,-1,0,0.9708979917386387,0.029102008261361334
1.7,0.6,-1,0,0.9788897678876083,0.021110232112391714
1.8,0.6,-1,0,0.9849332837972042,0.01506671620279576
1.9,0.6,-1,0,0.9893176274065354,0.010682372593464606
2.0,0.6,-1,0,0.992403929568809,0.007596070431191038
2.1,0.6,-1,0,0.9945353955691871,0.005464604430812869
2.2,0.6,-1,0,0.9959943572073371,0.004005642792662911
2.3,0.6,-1,0,0.9969929179540031,0.0030070820459968672
2.4,0.6,-1,0,0.9976811845718885,0.0023188154281115203
2.5,0.6,-1,0,0.9981614045155993,0.0018385954844006847
2.6,0.6,-1,0,0.9985017020150053,0.0014982979849946787
2.7,0.6,-1,0,0.9987470209169942,0.0012529790830058118
2.8,0.6,-1,0,0.9989269905826177,0.001073009417382309
