,Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
1544,2.8,0.6,800.0,-1
1545,2.8,0.6,900.0,-1
1546,2.8,0.6,1000.0,-1
1547,2.8,0.6,1100.0,-1
1548,2.8,0.6,1200.0,-1
1549,2.8,0.6,1500.0,-1
1550,2.8,0.6,2000.0,-1
1551,3.2,0.6,100.0,-1
1552,3.2,0.6,300.0,-1
1553,3.2,0.6,500.0,-1
1554,3.2,0.6,600.0,-1
1555,3.2,0.6,800.0,-1
1556,3.2,0.6,900.0,-1
1557,3.2,0.6,1000.0,-1
1558,3.2,0.6,1100.0,-1
1559,3.2,0.6,1200.0,-1
1560,3.2,0.6,1500.0,-1
1561,3.2,0.6,2000.0,-1
1562,3.6,0.6,100.0,-1
1563,3.6,0.6,300.0,-1
1564,3.6,0.6,500.0,-1
1565,3.6,0.6,600.0,-1
1566,3.6,0.6,800.0,-1
1567,3.6,0.6,900.0,-1
1568,3.6,0.6,1000.0,-1
1569,3.6,0.6,1100.0,-1
1570,3.6,0.6,1200.0,-1
1571,3.6,0.6,1500.0,-1
1572,3.6,0.6,2000.0,-1
1573,4.0,0.6,100.0,-1
1574,4.0,0.6,300.0,-1
1575,4.0,0.6,500.0,-1
1576,4.0,0.6,600.0,-1
1577,4.0,0.6,800.0,-1
1578,4.0,0.6,900.0,-1
1579,4.0,0.6,1000.0,-1
1580,4.0,0.6,1100.0,-1
1581,4.0,0.6,1200.0,-1
1582,4.0,0.6,1500.0,-1
1583,4.0,0.6,2000.0,-1
1584,4.4,0.6,100.0,-1
1585,4.4,0.6,300.0,-1
1586,4.4,0.6,500.0,-1
1587,4.4,0.6,600.0,-1
1588,4.4,0.6,800.0,-1
1589,4.4,0.6,900.0,-1
1590,4.4,0.6,1000.0,-1
1591,4.4,0.6,1100.0,-1
1592,4.4,0.6,1200.0,-1
1593,4.4,0.6,1500.0,-1
1594,4.4,0.6,2000.0,-1
1595,4.8,0.6,100.0,-1
1596,4.8,0.6,300.0,-1
1597,4.8,0.6,500.0,-1
1598,4.8,0.6,600.0,-1
1599,4.8,0.6,800.0,-1
1600,4.8,0.6,900.0,-1
1601,4.8,0.6,1000.0,-1
1602,4.8,0.6,1100.0,-1
1603,4.8,0.6,1200.0,-1
1604,4.8,0.6,1500.0,-1
1605,4.8,0.6,2000.0,-1
1606,5.2,0.6,100.0,-1
1607,5.2,0.6,300.0,-1
1608,5.2,0.6,500.0,-1
1609,5.2,0.6,600.0,-1
1610,5.2,0.6,800.0,-1
1611,5.2,0.6,900.0,-1
1612,5.2,0.6,1000.0,-1
1613,5.2,0.6,1100.0,-1
1614,5.2,0.6,1200.0,-1
1615,5.2,0.6,1500.0,-1
1616,5.2,0.6,2000.0,-1
1617,5.6,0.6,100.0,-1
1618,5.6,0.6,300.0,-1
1619,5.6,0.6,500.0,-1
1620,5.6,0.6,600.0,-1
1621,5.6,0.6,800.0,-1
1622,5.6,0.6,900.0,-1
1623,5.6,0.6,1000.0,-1
1624,5.6,0.6,1100.0,-1
1625,5.6,0.6,1200.0,-1
1626,5.6,0.6,1500.0,-1
1627,5.6,0.6,2000.0,-1
1628,6.0,0.6,100.0,-1
1629,6.0,0.6,300.0,-1
1630,6.0,0.6,500.0,-1
1631,6.0,0.6,600.0,-1
1632,6.0,0.6,800.0,-1
1633,6.0,0.6,900.0,-1
1634,6.0,0.6,1000.0,-1
1635,6.0,0.6,1100.0,-1
1636,6.0,0.6,1200.0,-1
1637,6.0,0.6,1500.0,-1
1638,6.0,0.6,2000.0,-1
1639,6.4,0.6,100.0,-1
1640,6.4,0.6,300.0,-1
1641,6.4,0.6,500.0,-1
1642,6.4,0.6,600.0,-1
1643,6.4,0.6,800.0,-1
1644,6.4,0.6,900.0,-1
1645,6.4,0.6,1000.0,-1
1646,6.4,0.6,1100.0,-1
1647,6.4,0.6,1200.0,-1
1648,6.4,0.6,1500.0,-1
1649,6.4,0.6,2000.0,-1
1650,6.8,0.6,100.0,-1
1651,6.8,0.6,300.0,-1
1652,6.8,0.6,500.0,-1
1653,6.8,0.6,600.0,-1
1654,6.8,0.6,800.0,-1
1655,6.8,0.6,900.0,-1
1656,6.8,0.6,1000.0,-1
1657,6.8,0.6,1100.0,-1
1658,6.8,0.6,1200.0,-1
1659,6.8,0.6,1500.0,-1
1660,6.8,0.6,2000.0,-1
1661,7.2,0.6,100.0,-1
1662,7.2,0.6,300.0,-1
1663,7.2,0.6,500.0,-1
1664,7.2,0.6,600.0,-1
1665,7.2,0.6,800.0,-1
1666,7.2,0.6,900.0,-1
1667,7.2,0.6,1000.0,-1
1668,7.2,0.6,1100.0,-1
1669,7.2,0.6,1200.0,-1
1670,7.2,0.6,1500.0,-1
1671,7.2,0.6,2000.0,-1
1672,7.6,0.6,100.0,-1
1673,7.6,0.6,300.0,-1
1674,7.6,0.6,500.0,-1
1675,7.6,0.6,600.0,-1
1676,7.6,0.6,800.0,-1
1677,7.6,0.6,900.0,-1
1678,7.6,0.6,1000.0,-1
1679,7.6,0.6,1100.0,-1
1680,7.6,0.6,1200.0,-1
1681,7.6,0.6,1500.0,-1
1682,7.6,0.6,2000.0,-1
1683,0.0625,0.8,100.0,-1
1684,0.0625,0.8,300.0,-1
1685,0.0625,0.8,500.0,-1
1686,0.0625,0.8,600.0,-1
1687,0.0625,0.8,800.0,-1
1688,0.0625,0.8,900.0,-1
1689,0.0625,0.8,1000.0,-1
1690,0.0625,0.8,1100.0,-1
1691,0.0625,0.8,1200.0,-1
1692,0.0625,0.8,1500.0,-1
1693,0.0625,0.8,2000.0,-1
1694,0.125,0.8,100.0,-1
1695,0.125,0.8,300.0,-1
1696,0.125,0.8,500.0,-1
1697,0.125,0.8,600.0,-1
1698,0.125,0.8,800.0,-1
1699,0.125,0.8,900.0,-1
1700,0.125,0.8,1000.0,-1
1701,0.125,0.8,1100.0,-1
1702,0.125,0.8,1200.0,-1
1703,0.125,0.8,1500.0,-1
1704,0.125,0.8,2000.0,-1
1705,0.25,0.8,100.0,-1
1706,0.25,0.8,300.0,-1
1707,0.25,0.8,500.0,-1
1708,0.25,0.8,600.0,-1
1709,0.25,0.8,800.0,-1
1710,0.25,0.8,900.0,-1
1711,0.25,0.8,1000.0,-1
1712,0.25,0.8,1100.0,-1
1713,0.25,0.8,1200.0,-1
1714,0.25,0.8,1500.0,-1
1715,0.25,0.8,2000.0,-1
1716,0.3,0.8,100.0,-1
1717,0.3,0.8,300.0,-1
1718,0.3,0.8,500.0,-1
1719,0.3,0.8,600.0,-1
1720,0.3,0.8,800.0,-1
1721,0.3,0.8,900.0,-1
1722,0.3,0.8,1000.0,-1
1723,0.3,0.8,1100.0,-1
1724,0.3,0.8,1200.0,-1
1725,0.3,0.8,1500.0,-1
1726,0.3,0.8,2000.0,-1
1727,0.5,0.8,100.0,-1
1728,0.5,0.8,300.0,-1
1729,0.5,0.8,500.0,-1
1730,0.5,0.8,600.0,-1
1731,0.5,0.8,800.0,-1
1732,0.5,0.8,900.0,-1
1733,0.5,0.8,1000.0,-1
1734,0.5,0.8,1100.0,-1
1735,0.5,0.8,1200.0,-1
1736,0.5,0.8,1500.0,-1
1737,0.5,0.8,2000.0,-1
1738,0.6,0.8,100.0,-1
1739,0.6,0.8,300.0,-1
1740,0.6,0.8,500.0,-1
1741,0.6,0.8,600.0,-1
1742,0.6,0.8,800.0,-1
1743,0.6,0.8,900.0,0
1744,0.6,0.8,1000.0,-1
1745,0.6,0.8,1100.0,-1
1746,0.6,0.8,1200.0,-1
1747,0.6,0.8,1500.0,-1
1748,0.6,0.8,2000.0,-1
1749,0.8,0.8,100.0,-1
1750,0.8,0.8,300.0,-1
1751,0.8,0.8,500.0,-1
1752,0.8,0.8,600.0,-1
1753,0.8,0.8,800.0,-1
1754,0.8,0.8,900.0,-1
1755,0.8,0.8,1000.0,-1
1756,0.8,0.8,1100.0,-1
1757,0.8,0.8,1200.0,-1
1758,0.8,0.8,1500.0,-1
1759,0.8,0.8,2000.0,-1
1760,1.0,0.8,100.0,-1
1761,1.0,0.8,300.0,-1
1762,1.0,0.8,500.0,-1
1763,1.0,0.8,600.0,-1
1764,1.0,0.8,800.0,-1
1765,1.0,0.8,900.0,-1
1766,1.0,0.8,1000.0,-1
1767,1.0,0.8,1100.0,-1
1768,1.0,0.8,1200.0,-1
1769,1.0,0.8,1500.0,-1
1770,1.0,0.8,2000.0,-1
1771,1.2,0.8,500.0,-1
1772,1.2,0.8,800.0,-1
1773,1.2,0.8,900.0,-1
1774,1.2,0.8,1100.0,-1
1775,1.2,0.8,1200.0,-1
1776,1.2,0.8,1500.0,-1
1777,1.2,0.8,2000.0,-1
1778,1.6,0.8,100.0,-1
1779,1.6,0.8,300.0,-1
1780,1.6,0.8,500.0,-1
1781,1.6,0.8,600.0,-1
1782,1.6,0.8,800.0,-1
1783,1.6,0.8,900.0,-1
1784,1.6,0.8,1000.0,-1
1785,1.6,0.8,1100.0,-1
1786,1.6,0.8,1200.0,-1
1787,1.6,0.8,1500.0,-1
1788,1.6,0.8,2000.0,-1
1789,2.0,0.8,100.0,-1
1790,2.0,0.8,300.0,-1
1791,2.0,0.8,500.0,-1
1792,2.0,0.8,600.0,-1
1793,2.0,0.8,800.0,-1
1794,2.0,0.8,900.0,-1
1795,2.0,0.8,1000.0,-1
1796,2.0,0.8,1100.0,-1
1797,2.0,0.8,1200.0,-1
1798,2.0,0.8,1500.0,-1
1799,2.0,0.8,2000.0,-1
1800,2.4,0.8,100.0,-1
1801,2.4,0.8,300.0,-1
1802,2.4,0.8,500.0,-1
1803,2.4,0.8,600.0,-1
1804,2.4,0.8,800.0,-1
1805,2.4,0.8,900.0,-1
1806,2.4,0.8,1000.0,-1
1807,2.4,0.8,1100.0,-1
1808,2.4,0.8,1200.0,-1
1809,2.4,0.8,1500.0,-1
1810,2.4,0.8,2000.0,-1
1811,2.8,0.8,100.0,-1
1812,2.8,0.8,300.0,-1
1813,2.8,0.8,500.0,-1
1814,2.8,0.8,600.0,-1
1815,2.8,0.8,800.0,-1
1816,2.8,0.8,900.0,-1
1817,2.8,0.8,1000.0,-1
1818,2.8,0.8,1100.0,-1
1819,2.8,0.8,1200.0,-1
1820,2.8,0.8,1500.0,-1
1821,2.8,0.8,2000.0,-1
1822,3.2,0.8,100.0,-1
1823,3.2,0.8,300.0,-1
1824,3.2,0.8,500.0,-1
1825,3.2,0.8,600.0,-1
1826,3.2,0.8,800.0,-1
1827,3.2,0.8,900.0,-1
1828,3.2,0.8,1000.0,-1
1829,3.2,0.8,1100.0,-1
1830,3.2,0.8,1200.0,-1
1831,3.2,0.8,1500.0,-1
1832,3.2,0.8,2000.0,-1
1833,3.6,0.8,100.0,-1
1834,3.6,0.8,300.0,-1
1835,3.6,0.8,500.0,-1
1836,3.6,0.8,600.0,-1
1837,3.6,0.8,800.0,-1
1838,3.6,0.8,900.0,-1
1839,3.6,0.8,1000.0,-1
1840,3.6,0.8,1100.0,-1
1841,3.6,0.8,1200.0,-1
1842,3.6,0.8,1500.0,-1
1843,3.6,0.8,2000.0,-1
1844,4.0,0.8,100.0,-1
1845,4.0,0.8,300.0,-1
1846,4.0,0.8,500.0,-1
1847,4.0,0.8,600.0,-1
1848,4.0,0.8,800.0,-1
1849,4.0,0.8,900.0,-1
1850,4.0,0.8,1000.0,-1
1851,4.0,0.8,1100.0,-1
1852,4.0,0.8,1200.0,-1
1853,4.0,0.8,1500.0,-1
1854,4.0,0.8,2000.0,-1
1855,4.4,0.8,100.0,-1
1856,4.4,0.8,300.0,-1
1857,4.4,0.8,500.0,-1
1858,4.4,0.8,600.0,-1
1859,4.4,0.8,800.0,-1
1860,4.4,0.8,900.0,-1
1861,4.4,0.8,1000.0,-1
1862,4.4,0.8,1100.0,-1
1863,4.4,0.8,1200.0,-1
1864,4.4,0.8,1500.0,-1
1865,4.4,0.8,2000.0,-1
1866,4.8,0.8,100.0,-1
1867,4.8,0.8,300.0,-1
1868,4.8,0.8,500.0,-1
1869,4.8,0.8,600.0,-1
1870,4.8,0.8,800.0,-1
1871,4.8,0.8,900.0,-1
1872,4.8,0.8,1000.0,-1
1873,4.8,0.8,1100.0,-1
1874,4.8,0.8,1200.0,-1
1875,4.8,0.8,1500.0,-1
1876,4.8,0.8,2000.0,-1
1877,5.2,0.8,100.0,-1
1878,5.2,0.8,300.0,-1
1879,5.2,0.8,500.0,-1
1880,5.2,0.8,600.0,-1
1881,5.2,0.8,800.0,-1
1882,5.2,0.8,900.0,-1
1883,5.2,0.8,1000.0,-1
1884,5.2,0.8,1100.0,-1
1885,5.2,0.8,1200.0,-1
1886,5.2,0.8,1500.0,-1
1887,5.2,0.8,2000.0,-1
1888,5.6,0.8,100.0,-1
1889,5.6,0.8,300.0,-1
1890,5.6,0.8,500.0,-1
1891,5.6,0.8,600.0,-1
1892,5.6,0.8,800.0,-1
1893,5.6,0.8,900.0,-1
1894,5.6,0.8,1000.0,-1
1895,5.6,0.8,1100.0,-1
1896,5.6,0.8,1200.0,-1
1897,5.6,0.8,1500.0,-1
1898,5.6,0.8,2000.0,-1
1899,6.0,0.8,100.0,-1
1900,6.0,0.8,300.0,-1
1901,6.0,0.8,500.0,-1
1902,6.0,0.8,600.0,-1
1903,6.0,0.8,800.0,-1
1904,6.0,0.8,900.0,-1
1905,6.0,0.8,1000.0,-1
1906,6.0,0.8,1100.0,-1
1907,6.0,0.8,1200.0,-1
1908,6.0,0.8,1500.0,-1
1909,6.0,0.8,2000.0,-1
1910,6.4,0.8,100.0,-1
1911,6.4,0.8,300.0,-1
1912,6.4,0.8,500.0,-1
1913,6.4,0.8,600.0,-1
1914,6.4,0.8,800.0,-1
1915,6.4,0.8,900.0,-1
1916,6.4,0.8,1000.0,-1
1917,6.4,0.8,1100.0,-1
1918,6.4,0.8,1200.0,-1
1919,6.4,0.8,1500.0,-1
1920,6.4,0.8,2000.0,-1
1921,6.8,0.8,100.0,-1
1922,6.8,0.8,300.0,-1
1923,6.8,0.8,500.0,-1
1924,6.8,0.8,600.0,-1
1925,6.8,0.8,800.0,-1
1926,6.8,0.8,900.0,-1
1927,6.8,0.8,1000.0,-1
1928,6.8,0.8,1100.0,-1
1929,6.8,0.8,1200.0,-1
1930,6.8,0.8,1500.0,-1
1931,6.8,0.8,2000.0,-1
1932,7.2,0.8,100.0,-1
1933,7.2,0.8,300.0,-1
1934,7.2,0.8,500.0,-1
1935,7.2,0.8,600.0,-1
1936,7.2,0.8,800.0,-1
1937,7.2,0.8,900.0,-1
1938,7.2,0.8,1000.0,-1
1939,7.2,0.8,1100.0,-1
1940,7.2,0.8,1200.0,-1
1941,7.2,0.8,1500.0,-1
1942,7.2,0.8,2000.0,-1
1943,7.6,0.8,100.0,-1
1944,7.6,0.8,300.0,-1
1945,7.6,0.8,500.0,-1
1946,7.6,0.8,600.0,-1
1947,7.6,0.8,800.0,-1
1948,7.6,0.8,900.0,-1
1949,7.6,0.8,1000.0,-1
1950,7.6,0.8,1100.0,-1
1951,7.6,0.8,1200.0,-1
1952,7.6,0.8,1500.0,-1
1953,7.6,0.8,2000.0,-1
1954,0.0625,1.0,100.0,-1
1955,0.0625,1.0,300.0,-1
1956,0.0625,1.0,500.0,-1
1957,0.0625,1.0,600.0,-1
1958,0.0625,1.0,800.0,-1
1959,0.0625,1.0,900.0,-1
1960,0.0625,1.0,1000.0,-1
1961,0.0625,1.0,1100.0,-1
1962,0.0625,1.0,1200.0,-1
1963,0.0625,1.0,1500.0,-1
1964,0.0625,1.0,2000.0,-1
1965,0.125,1.0,100.0,-1
1966,0.125,1.0,300.0,-1
1967,0.125,1.0,500.0,-1
1968,0.125,1.0,600.0,-1
1969,0.125,1.0,800.0,-1
1970,0.125,1.0,900.0,-1
1971,0.125,1.0,1000.0,-1
1972,0.125,1.0,1100.0,-1
1973,0.125,1.0,1200.0,-1
1974,0.125,1.0,1500.0,-1
1975,0.125,1.0,2000.0,-1
1976,0.25,1.0,100.0,-1
1977,0.25,1.0,300.0,-1
1978,0.25,1.0,500.0,-1
1979,0.25,1.0,600.0,-1
1980,0.25,1.0,800.0,-1
1981,0.25,1.0,900.0,-1
1982,0.25,1.0,1000.0,-1
1983,0.25,1.0,1100.0,-1
1984,0.25,1.0,1200.0,-1
1985,0.25,1.0,1500.0,-1
1986,0.25,1.0,2000.0,-1
1987,0.3,1.0,100.0,-1
1988,0.3,1.0,300.0,-1
1989,0.3,1.0,500.0,-1
1990,0.3,1.0,600.0,-1
1991,0.3,1.0,800.0,-1
1992,0.3,1.0,900.0,-1
1993,0.3,1.0,1000.0,-1
1994,0.3,1.0,1100.0,-1
1995,0.3,1.0,1200.0,-1
1996,0.3,1.0,1500.0,-1
1997,0.3,1.0,2000.0,-1
1998,0.5,1.0,100.0,-1
1999,0.5,1.0,300.0,-1
2000,0.5,1.0,500.0,-1
2001,0.5,1.0,600.0,-1
2002,0.5,1.0,800.0,-1
2003,0.5,1.0,900.0,-1
2004,0.5,1.0,1000.0,-1
2005,0.5,1.0,1100.0,-1
2006,0.5,1.0,1200.0,-1
2007,0.5,1.0,1500.0,-1
2008,0.5,1.0,2000.0,-1
2009,0.6,1.0,100.0,-1
2010,0.6,1.0,300.0,-1
2011,0.6,1.0,500.0,-1
2012,0.6,1.0,600.0,-1
2013,0.6,1.0,800.0,-1
2014,0.6,1.0,900.0,-1
2015,0.6,1.0,1000.0,-1
2016,0.6,1.0,1100.0,-1
2017,0.6,1.0,1200.0,-1
2018,0.6,1.0,1500.0,-1
2019,0.6,1.0,2000.0,-1
2020,0.8,1.0,100.0,-1
2021,0.8,1.0,300.0,-1
2022,0.8,1.0,500.0,-1
2023,0.8,1.0,600.0,-1
2024,0.8,1.0,800.0,-1
2025,0.8,1.0,900.0,-1
2026,0.8,1.0,1000.0,-1
2027,0.8,1.0,1100.0,-1
2028,0.8,1.0,1200.0,-1
2029,0.8,1.0,1500.0,-1
2030,0.8,1.0,2000.0,-1
2031,1.0,1.0,300.0,-1
2032,1.0,1.0,600.0,-1
2033,1.0,1.0,800.0,-1
2034,1.0,1.0,900.0,-1
2035,1.0,1.0,1100.0,-1
2036,1.0,1.0,1200.0,-1
2037,1.2,1.0,100.0,-1
2038,1.2,1.0,300.0,-1
2039,1.2,1.0,500.0,-1
2040,1.2,1.0,600.0,-1
2041,1.2,1.0,800.0,-1
2042,1.2,1.0,900.0,-1
2043,1.2,1.0,1000.0,-1
2044,1.2,1.0,1100.0,-1
2045,1.2,1.0,1200.0,-1
2046,1.2,1.0,1500.0,-1
2047,1.2,1.0,2000.0,-1
2048,1.6,1.0,100.0,-1
2049,1.6,1.0,300.0,-1
2050,1.6,1.0,500.0,-1
2051,1.6,1.0,600.0,-1
2052,1.6,1.0,800.0,-1
2053,1.6,1.0,900.0,-1
2054,1.6,1.0,1000.0,-1
2055,1.6,1.0,1100.0,-1
2056,1.6,1.0,1200.0,-1
2057,1.6,1.0,1500.0,-1
2058,1.6,1.0,2000.0,-1
2059,2.0,1.0,300.0,-1
2060,2.0,1.0,500.0,-1
2061,2.0,1.0,600.0,-1
2062,2.0,1.0,800.0,-1
2063,2.0,1.0,900.0,-1
2064,2.0,1.0,1000.0,-1
2065,2.0,1.0,1100.0,-1
2066,2.0,1.0,1200.0,-1
2067,2.0,1.0,1500.0,-1
2068,2.0,1.0,2000.0,-1
2069,2.4,1.0,100.0,-1
2070,2.4,1.0,300.0,-1
2071,2.4,1.0,500.0,-1
2072,2.4,1.0,600.0,-1
2073,2.4,1.0,800.0,-1
2074,2.4,1.0,900.0,-1
2075,2.4,1.0,1000.0,-1
2076,2.4,1.0,1100.0,-1
2077,2.4,1.0,1200.0,-1
2078,2.4,1.0,1500.0,-1
2079,2.4,1.0,2000.0,-1
2080,2.8,1.0,100.0,-1
2081,2.8,1.0,300.0,-1
2082,2.8,1.0,500.0,-1
2083,2.8,1.0,600.0,-1
2084,2.8,1.0,800.0,-1
2085,2.8,1.0,900.0,-1
2086,2.8,1.0,1000.0,-1
2087,2.8,1.0,1100.0,-1
2088,2.8,1.0,1200.0,-1
2089,2.8,1.0,1500.0,-1
2090,2.8,1.0,2000.0,-1
2091,3.2,1.0,100.0,-1
2092,3.2,1.0,300.0,-1
2093,3.2,1.0,500.0,-1
2094,3.2,1.0,600.0,-1
2095,3.2,1.0,800.0,-1
2096,3.2,1.0,900.0,-1
2097,3.2,1.0,1000.0,-1
2098,3.2,1.0,1100.0,-1
2099,3.2,1.0,1200.0,-1
2100,3.2,1.0,1500.0,-1
2101,3.2,1.0,2000.0,-1
2102,3.6,1.0,100.0,-1
2103,3.6,1.0,300.0,-1
2104,3.6,1.0,500.0,-1
2105,3.6,1.0,600.0,-1
2106,3.6,1.0,800.0,-1
2107,3.6,1.0,900.0,-1
2108,3.6,1.0,1000.0,-1
2109,3.6,1.0,1100.0,-1
2110,3.6,1.0,1200.0,-1
2111,3.6,1.0,1500.0,-1
2112,3.6,1.0,2000.0,-1
2113,4.0,1.0,300.0,-1
2114,4.0,1.0,500.0,-1
2115,4.0,1.0,600.0,-1
2116,4.0,1.0,800.0,-1
2117,4.0,1.0,900.0,-1
2118,4.0,1.0,1000.0,-1
2119,4.0,1.0,1100.0,-1
2120,4.0,1.0,1200.0,-1
2121,4.0,1.0,1500.0,-1
2122,4.0,1.0,2000.0,-1
2123,4.4,1.0,100.0,-1
2124,4.4,1.0,300.0,-1
2125,4.4,1.0,500.0,-1
2126,4.4,1.0,600.0,-1
2127,4.4,1.0,800.0,-1
2128,4.4,1.0,900.0,-1
2129,4.4,1.0,1000.0,-1
2130,4.4,1.0,1100.0,-1
2131,4.4,1.0,1200.0,-1
2132,4.4,1.0,1500.0,-1
2133,4.4,1.0,2000.0,-1
2134,4.8,1.0,100.0,-1
2135,4.8,1.0,300.0,-1
2136,4.8,1.0,500.0,-1
2137,4.8,1.0,600.0,-1
2138,4.8,1.0,800.0,-1
2139,4.8,1.0,900.0,-1
2140,4.8,1.0,1000.0,-1
2141,4.8,1.0,1100.0,-1
2142,4.8,1.0,1200.0,-1
2143,4.8,1.0,1500.0,-1
2144,4.8,1.0,2000.0,-1
2145,5.2,1.0,100.0,-1
2146,5.2,1.0,300.0,-1
2147,5.2,1.0,500.0,-1
2148,5.2,1.0,600.0,-1
2149,5.2,1.0,800.0,-1
2150,5.2,1.0,900.0,-1
2151,5.2,1.0,1000.0,-1
2152,5.2,1.0,1100.0,-1
2153,5.2,1.0,1200.0,-1
2154,5.2,1.0,1500.0,-1
2155,5.2,1.0,2000.0,-1
2156,5.6,1.0,100.0,-1
2157,5.6,1.0,300.0,-1
2158,5.6,1.0,500.0,-1
2159,5.6,1.0,600.0,-1
2160,5.6,1.0,800.0,-1
2161,5.6,1.0,900.0,-1
2162,5.6,1.0,1000.0,-1
2163,5.6,1.0,1100.0,-1
2164,5.6,1.0,1200.0,-1
2165,5.6,1.0,1500.0,-1
2166,5.6,1.0,2000.0,-1
2167,6.0,1.0,100.0,-1
2168,6.0,1.0,300.0,-1
2169,6.0,1.0,500.0,-1
2170,6.0,1.0,600.0,-1
2171,6.0,1.0,800.0,-1
2172,6.0,1.0,900.0,-1
2173,6.0,1.0,1000.0,-1
2174,6.0,1.0,1100.0,-1
2175,6.0,1.0,1200.0,-1
2176,6.0,1.0,1500.0,-1
2177,6.0,1.0,2000.0,-1
2178,6.4,1.0,100.0,-1
2179,6.4,1.0,300.0,-1
2180,6.4,1.0,500.0,-1
2181,6.4,1.0,600.0,-1
2182,6.4,1.0,800.0,-1
2183,6.4,1.0,900.0,-1
2184,6.4,1.0,1000.0,-1
2185,6.4,1.0,1100.0,-1
2186,6.4,1.0,1200.0,-1
2187,6.4,1.0,1500.0,-1
2188,6.4,1.0,2000.0,-1
2189,6.8,1.0,100.0,-1
2190,6.8,1.0,300.0,-1
2191,6.8,1.0,500.0,-1
2192,6.8,1.0,600.0,-1
2193,6.8,1.0,800.0,-1
2194,6.8,1.0,900.0,-1
2195,6.8,1.0,1000.0,-1
2196,6.8,1.0,1100.0,-1
2197,6.8,1.0,1200.0,-1
2198,6.8,1.0,1500.0,-1
2199,6.8,1.0,2000.0,-1
2200,7.2,1.0,100.0,-1
2201,7.2,1.0,300.0,-1
2202,7.2,1.0,500.0,-1
2203,7.2,1.0,600.0,-1
2204,7.2,1.0,800.0,-1
2205,7.2,1.0,900.0,-1
2206,7.2,1.0,1000.0,-1
2207,7.2,1.0,1100.0,-1
2208,7.2,1.0,1200.0,-1
2209,7.2,1.0,1500.0,-1
2210,7.2,1.0,2000.0,-1
2211,7.6,1.0,100.0,-1
2212,7.6,1.0,300.0,-1
2213,7.6,1.0,500.0,-1
2214,7.6,1.0,600.0,-1
2215,7.6,1.0,800.0,-1
2216,7.6,1.0,900.0,-1
2217,7.6,1.0,1000.0,-1
2218,7.6,1.0,1100.0,-1
2219,7.6,1.0,1200.0,-1
2220,7.6,1.0,1500.0,-1
2221,7.6,1.0,2000.0,-1
2222,0.0625,1.2,100.0,-1
2223,0.0625,1.2,300.0,-1
2224,0.0625,1.2,500.0,-1
2225,0.0625,1.2,600.0,-1
2226,0.0625,1.2,800.0,-1
2227,0.0625,1.2,900.0,-1
2228,0.0625,1.2,1000.0,-1
2229,0.0625,1.2,1100.0,-1
2230,0.0625,1.2,1200.0,-1
2231,0.0625,1.2,1500.0,-1
2232,0.0625,1.2,2000.0,-1
2233,0.125,1.2,100.0,-1
2234,0.125,1.2,300.0,-1
2235,0.125,1.2,500.0,-1
2236,0.125,1.2,600.0,-1
2237,0.125,1.2,800.0,-1
2238,0.125,1.2,900.0,-1
2239,0.125,1.2,1000.0,-1
2240,0.125,1.2,1100.0,-1
2241,0.125,1.2,1200.0,-1
2242,0.125,1.2,1500.0,-1
2243,0.125,1.2,2000.0,-1
2244,0.25,1.2,100.0,-1
2245,0.25,1.2,300.0,-1
2246,0.25,1.2,500.0,-1
2247,0.25,1.2,600.0,-1
2248,0.25,1.2,800.0,-1
2249,0.25,1.2,900.0,-1
2250,0.25,1.2,1000.0,-1
2251,0.25,1.2,1100.0,-1
2252,0.25,1.2,1200.0,-1
2253,0.25,1.2,1500.0,-1
2254,0.25,1.2,2000.0,-1
2255,0.3,1.2,100.0,-1
2256,0.3,1.2,300.0,-1
2257,0.3,1.2,500.0,-1
2258,0.3,1.2,600.0,-1
2259,0.3,1.2,800.0,-1
2260,0.3,1.2,900.0,-1
2261,0.3,1.2,1000.0,-1
2262,0.3,1.2,1100.0,-1
2263,0.3,1.2,1200.0,-1
2264,0.3,1.2,1500.0,-1
2265,0.3,1.2,2000.0,-1
2266,0.5,1.2,100.0,-1
2267,0.5,1.2,300.0,-1
2268,0.5,1.2,500.0,-1
2269,0.5,1.2,600.0,-1
2270,0.5,1.2,800.0,-1
2271,0.5,1.2,900.0,-1
2272,0.5,1.2,1000.0,-1
2273,0.5,1.2,1100.0,-1
2274,0.5,1.2,1200.0,-1
2275,0.5,1.2,1500.0,-1
2276,0.5,1.2,2000.0,-1
2277,0.6,1.2,100.0,-1
2278,0.6,1.2,300.0,-1
2279,0.6,1.2,500.0,-1
2280,0.6,1.2,600.0,-1
2281,0.6,1.2,800.0,-1
2282,0.6,1.2,900.0,-1
2283,0.6,1.2,1000.0,-1
2284,0.6,1.2,1100.0,-1
2285,0.6,1.2,1200.0,-1
2286,0.6,1.2,1500.0,-1
2287,0.6,1.2,2000.0,-1
2288,0.8,1.2,100.0,-1
2289,0.8,1.2,300.0,-1
2290,0.8,1.2,500.0,-1
2291,0.8,1.2,600.0,-1
2292,0.8,1.2,800.0,-1
2293,0.8,1.2,900.0,-1
2294,0.8,1.2,1000.0,-1
2295,0.8,1.2,1100.0,-1
2296,0.8,1.2,1200.0,-1
