Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
0.6,4.4,1200.0,-1
0.6,4.4,1500.0,-1
0.6,4.4,2000.0,-1
0.8,4.4,100.0,-1
0.8,4.4,300.0,-1
0.8,4.4,500.0,-1
0.8,4.4,600.0,-1
0.8,4.4,800.0,-1
0.8,4.4,900.0,-1
0.8,4.4,1000.0,-1
0.8,4.4,1100.0,-1
0.8,4.4,1200.0,-1
0.8,4.4,1500.0,-1
0.8,4.4,2000.0,-1
1.0,4.4,100.0,-1
1.0,4.4,300.0,-1
1.0,4.4,500.0,-1
1.0,4.4,600.0,-1
1.0,4.4,800.0,-1
1.0,4.4,900.0,-1
1.0,4.4,1000.0,-1
1.0,4.4,1100.0,-1
1.0,4.4,1200.0,-1
1.0,4.4,1500.0,-1
1.0,4.4,2000.0,-1
1.2,4.4,100.0,-1
1.2,4.4,300.0,-1
1.2,4.4,500.0,-1
1.2,4.4,600.0,-1
1.2,4.4,800.0,-1
1.2,4.4,900.0,-1
1.2,4.4,1000.0,-1
1.2,4.4,1100.0,-1
1.2,4.4,1200.0,-1
1.2,4.4,1500.0,-1
1.2,4.4,2000.0,-1
1.6,4.4,100.0,-1
1.6,4.4,300.0,-1
1.6,4.4,500.0,-1
1.6,4.4,600.0,-1
1.6,4.4,800.0,-1
1.6,4.4,900.0,-1
1.6,4.4,1000.0,-1
1.6,4.4,1100.0,-1
1.6,4.4,1200.0,-1
1.6,4.4,1500.0,-1
1.6,4.4,2000.0,-1
2.0,4.4,100.0,-1
2.0,4.4,300.0,-1
2.0,4.4,500.0,-1
2.0,4.4,600.0,-1
2.0,4.4,800.0,-1
2.0,4.4,900.0,-1
2.0,4.4,1000.0,-1
2.0,4.4,1100.0,-1
2.0,4.4,1200.0,-1
2.0,4.4,1500.0,-1
2.0,4.4,2000.0,-1
2.4,4.4,100.0,-1
2.4,4.4,300.0,-1
2.4,4.4,500.0,-1
2.4,4.4,600.0,-1
2.4,4.4,800.0,-1
2.4,4.4,900.0,-1
2.4,4.4,1000.0,-1
2.4,4.4,1100.0,-1
2.4,4.4,1200.0,-1
2.4,4.4,1500.0,-1
2.4,4.4,2000.0,-1
2.8,4.4,100.0,-1
2.8,4.4,300.0,-1
2.8,4.4,500.0,-1
2.8,4.4,600.0,-1
2.8,4.4,800.0,-1
2.8,4.4,900.0,-1
2.8,4.4,1000.0,-1
2.8,4.4,1100.0,-1
2.8,4.4,1200.0,-1
2.8,4.4,1500.0,-1
2.8,4.4,2000.0,-1
3.2,4.4,100.0,-1
3.2,4.4,300.0,-1
3.2,4.4,500.0,-1
3.2,4.4,600.0,-1
3.2,4.4,800.0,-1
3.2,4.4,900.0,-1
3.2,4.4,1000.0,-1
3.2,4.4,1100.0,-1
3.2,4.4,1200.0,-1
3.2,4.4,1500.0,-1
3.2,4.4,2000.0,-1
3.6,4.4,100.0,-1
3.6,4.4,300.0,-1
3.6,4.4,500.0,-1
3.6,4.4,600.0,-1
3.6,4.4,800.0,-1
3.6,4.4,900.0,-1
3.6,4.4,1000.0,-1
3.6,4.4,1100.0,-1
3.6,4.4,1200.0,-1
3.6,4.4,1500.0,-1
3.6,4.4,2000.0,-1
4.0,4.4,100.0,-1
4.0,4.4,300.0,-1
4.0,4.4,500.0,-1
4.0,4.4,600.0,-1
4.0,4.4,800.0,-1
4.0,4.4,900.0,-1
4.0,4.4,1000.0,-1
4.0,4.4,1100.0,-1
4.0,4.4,1200.0,-1
4.0,4.4,1500.0,-1
4.0,4.4,2000.0,-1
4.4,4.4,100.0,-1
4.4,4.4,300.0,-1
4.4,4.4,500.0,-1
4.4,4.4,600.0,-1
4.4,4.4,800.0,-1
4.4,4.4,900.0,-1
4.4,4.4,1000.0,-1
4.4,4.4,1100.0,-1
4.4,4.4,1200.0,-1
4.4,4.4,1500.0,-1
4.4,4.4,2000.0,-1
4.8,4.4,100.0,-1
4.8,4.4,300.0,-1
4.8,4.4,500.0,-1
4.8,4.4,600.0,-1
4.8,4.4,800.0,-1
4.8,4.4,900.0,-1
4.8,4.4,1000.0,-1
4.8,4.4,1100.0,-1
4.8,4.4,1200.0,-1
4.8,4.4,1500.0,-1
4.8,4.4,2000.0,-1
5.2,4.4,100.0,-1
5.2,4.4,300.0,-1
5.2,4.4,500.0,-1
5.2,4.4,600.0,-1
5.2,4.4,800.0,-1
5.2,4.4,900.0,-1
5.2,4.4,1000.0,-1
5.2,4.4,1100.0,-1
5.2,4.4,1200.0,-1
5.2,4.4,1500.0,-1
5.2,4.4,2000.0,-1
5.6,4.4,100.0,-1
5.6,4.4,300.0,-1
5.6,4.4,500.0,-1
5.6,4.4,600.0,-1
5.6,4.4,800.0,1
5.6,4.4,900.0,-1
5.6,4.4,1000.0,-1
5.6,4.4,1100.0,-1
5.6,4.4,1200.0,-1
5.6,4.4,1500.0,-1
5.6,4.4,2000.0,-1
6.0,4.4,100.0,-1
6.0,4.4,300.0,-1
6.0,4.4,500.0,-1
6.0,4.4,600.0,-1
6.0,4.4,800.0,-1
6.0,4.4,900.0,-1
6.0,4.4,1000.0,-1
6.0,4.4,1100.0,-1
6.0,4.4,1200.0,-1
6.0,4.4,1500.0,-1
6.0,4.4,2000.0,-1
6.4,4.4,100.0,-1
6.4,4.4,300.0,-1
6.4,4.4,500.0,-1
6.4,4.4,600.0,-1
6.4,4.4,800.0,-1
6.4,4.4,900.0,-1
6.4,4.4,1000.0,-1
6.4,4.4,1100.0,-1
6.4,4.4,1200.0,-1
6.4,4.4,1500.0,-1
6.4,4.4,2000.0,-1
6.8,4.4,100.0,-1
6.8,4.4,300.0,-1
6.8,4.4,500.0,-1
6.8,4.4,600.0,-1
6.8,4.4,800.0,-1
6.8,4.4,900.0,-1
6.8,4.4,1000.0,-1
6.8,4.4,1100.0,-1
6.8,4.4,1200.0,-1
6.8,4.4,1500.0,-1
6.8,4.4,2000.0,-1
7.2,4.4,100.0,-1
7.2,4.4,300.0,-1
7.2,4.4,500.0,-1
7.2,4.4,600.0,-1
7.2,4.4,800.0,-1
7.2,4.4,900.0,-1
7.2,4.4,1000.0,-1
7.2,4.4,1100.0,-1
7.2,4.4,1200.0,-1
7.2,4.4,1500.0,-1
7.2,4.4,2000.0,-1
7.6,4.4,100.0,-1
7.6,4.4,300.0,-1
7.6,4.4,500.0,-1
7.6,4.4,600.0,-1
7.6,4.4,800.0,-1
7.6,4.4,900.0,-1
7.6,4.4,1000.0,-1
7.6,4.4,1100.0,-1
7.6,4.4,1200.0,-1
7.6,4.4,1500.0,-1
7.6,4.4,2000.0,-1
0.0625,4.8,100.0,-1
0.0625,4.8,300.0,-1
0.0625,4.8,500.0,-1
0.0625,4.8,600.0,-1
0.0625,4.8,800.0,-1
0.0625,4.8,900.0,-1
0.0625,4.8,1000.0,-1
0.0625,4.8,1100.0,-1
0.0625,4.8,1200.0,-1
0.0625,4.8,1500.0,-1
0.0625,4.8,2000.0,-1
0.125,4.8,100.0,-1
0.125,4.8,300.0,-1
0.125,4.8,500.0,-1
0.125,4.8,600.0,-1
0.125,4.8,800.0,-1
0.125,4.8,900.0,-1
0.125,4.8,1000.0,-1
0.125,4.8,1100.0,-1
0.125,4.8,1200.0,-1
0.125,4.8,1500.0,-1
0.125,4.8,2000.0,-1
0.25,4.8,100.0,-1
0.25,4.8,300.0,-1
0.25,4.8,500.0,-1
0.25,4.8,600.0,-1
0.25,4.8,800.0,-1
0.25,4.8,900.0,-1
0.25,4.8,1000.0,-1
0.25,4.8,1100.0,-1
0.25,4.8,1200.0,-1
0.25,4.8,1500.0,-1
0.25,4.8,2000.0,-1
0.3,4.8,100.0,-1
0.3,4.8,300.0,-1
0.3,4.8,500.0,-1
0.3,4.8,600.0,-1
0.3,4.8,800.0,-1
0.3,4.8,900.0,-1
0.3,4.8,1000.0,-1
0.3,4.8,1100.0,-1
0.3,4.8,1200.0,-1
0.3,4.8,1500.0,-1
0.3,4.8,2000.0,-1
0.5,4.8,100.0,-1
0.5,4.8,300.0,-1
0.5,4.8,500.0,-1
0.5,4.8,600.0,-1
0.5,4.8,800.0,-1
0.5,4.8,900.0,-1
0.5,4.8,1000.0,-1
0.5,4.8,1100.0,-1
0.5,4.8,1200.0,-1
0.5,4.8,1500.0,-1
0.5,4.8,2000.0,-1
0.6,4.8,100.0,-1
0.6,4.8,300.0,-1
0.6,4.8,500.0,-1
0.6,4.8,600.0,-1
0.6,4.8,800.0,-1
0.6,4.8,900.0,-1
0.6,4.8,1000.0,-1
0.6,4.8,1100.0,-1
0.6,4.8,1200.0,-1
0.6,4.8,1500.0,-1
0.6,4.8,2000.0,-1
0.8,4.8,100.0,-1
0.8,4.8,300.0,-1
0.8,4.8,500.0,-1
0.8,4.8,600.0,-1
0.8,4.8,800.0,-1
0.8,4.8,900.0,-1
0.8,4.8,1000.0,-1
0.8,4.8,1100.0,-1
0.8,4.8,1200.0,-1
0.8,4.8,1500.0,-1
0.8,4.8,2000.0,-1
1.0,4.8,100.0,-1
1.0,4.8,300.0,-1
1.0,4.8,500.0,-1
1.0,4.8,600.0,-1
1.0,4.8,800.0,-1
1.0,4.8,900.0,-1
1.0,4.8,1000.0,-1
1.0,4.8,1100.0,-1
1.0,4.8,1200.0,-1
1.0,4.8,1500.0,-1
1.0,4.8,2000.0,-1
1.2,4.8,100.0,-1
1.2,4.8,300.0,-1
1.2,4.8,500.0,-1
1.2,4.8,600.0,-1
1.2,4.8,800.0,-1
1.2,4.8,900.0,-1
1.2,4.8,1000.0,-1
1.2,4.8,1100.0,-1
1.2,4.8,1200.0,-1
1.2,4.8,1500.0,-1
1.2,4.8,2000.0,-1
1.6,4.8,100.0,-1
1.6,4.8,300.0,-1
1.6,4.8,500.0,-1
1.6,4.8,600.0,-1
1.6,4.8,800.0,-1
1.6,4.8,900.0,-1
1.6,4.8,1000.0,-1
1.6,4.8,1100.0,-1
1.6,4.8,1200.0,-1
1.6,4.8,1500.0,-1
1.6,4.8,2000.0,-1
2.0,4.8,100.0,-1
2.0,4.8,300.0,-1
2.0,4.8,500.0,-1
2.0,4.8,600.0,-1
2.0,4.8,800.0,-1
2.0,4.8,900.0,1
2.0,4.8,1000.0,-1
2.0,4.8,1100.0,-1
2.0,4.8,1200.0,-1
2.0,4.8,1500.0,-1
2.0,4.8,2000.0,-1
2.4,4.8,100.0,-1
2.4,4.8,300.0,-1
2.4,4.8,500.0,-1
2.4,4.8,600.0,-1
2.4,4.8,800.0,-1
2.4,4.8,900.0,-1
2.4,4.8,1000.0,-1
2.4,4.8,1100.0,-1
2.4,4.8,1200.0,-1
2.4,4.8,1500.0,-1
2.4,4.8,2000.0,-1
2.8,4.8,100.0,-1
2.8,4.8,300.0,-1
2.8,4.8,500.0,-1
2.8,4.8,600.0,-1
2.8,4.8,800.0,-1
2.8,4.8,900.0,-1
2.8,4.8,1000.0,-1
2.8,4.8,1100.0,-1
2.8,4.8,1200.0,-1
2.8,4.8,1500.0,-1
2.8,4.8,2000.0,-1
3.2,4.8,300.0,-1
3.2,4.8,500.0,-1
3.2,4.8,600.0,-1
3.2,4.8,800.0,-1
3.2,4.8,900.0,-1
3.2,4.8,1000.0,-1
3.2,4.8,1100.0,-1
3.2,4.8,1200.0,-1
3.2,4.8,1500.0,-1
3.2,4.8,2000.0,-1
3.6,4.8,100.0,-1
3.6,4.8,300.0,-1
3.6,4.8,500.0,-1
3.6,4.8,600.0,-1
3.6,4.8,800.0,-1
3.6,4.8,900.0,-1
3.6,4.8,1000.0,-1
3.6,4.8,1100.0,-1
3.6,4.8,1200.0,-1
3.6,4.8,1500.0,-1
3.6,4.8,2000.0,-1
4.0,4.8,100.0,-1
4.0,4.8,300.0,-1
4.0,4.8,500.0,-1
4.0,4.8,600.0,-1
4.0,4.8,800.0,-1
4.0,4.8,900.0,-1
4.0,4.8,1000.0,-1
4.0,4.8,1100.0,-1
4.0,4.8,1200.0,-1
4.0,4.8,1500.0,-1
4.0,4.8,2000.0,-1
4.4,4.8,100.0,-1
4.4,4.8,300.0,-1
4.4,4.8,500.0,-1
4.4,4.8,600.0,-1
4.4,4.8,800.0,-1
4.4,4.8,900.0,-1
4.4,4.8,1000.0,-1
4.4,4.8,1100.0,-1
4.4,4.8,1200.0,-1
4.4,4.8,1500.0,-1
4.4,4.8,2000.0,-1
4.8,4.8,100.0,-1
4.8,4.8,300.0,-1
4.8,4.8,500.0,-1
4.8,4.8,600.0,-1
4.8,4.8,800.0,-1
4.8,4.8,900.0,-1
4.8,4.8,1000.0,-1
4.8,4.8,1100.0,-1
4.8,4.8,1200.0,-1
4.8,4.8,1500.0,-1
4.8,4.8,2000.0,-1
5.2,4.8,100.0,-1
5.2,4.8,300.0,-1
5.2,4.8,500.0,-1
5.2,4.8,600.0,-1
5.2,4.8,800.0,-1
5.2,4.8,900.0,-1
5.2,4.8,1000.0,-1
5.2,4.8,1100.0,-1
5.2,4.8,1200.0,-1
5.2,4.8,1500.0,-1
5.2,4.8,2000.0,-1
5.6,4.8,100.0,-1
5.6,4.8,300.0,-1
5.6,4.8,500.0,-1
5.6,4.8,600.0,-1
5.6,4.8,800.0,-1
5.6,4.8,900.0,-1
5.6,4.8,1000.0,-1
5.6,4.8,1100.0,-1
5.6,4.8,1200.0,-1
5.6,4.8,1500.0,-1
5.6,4.8,2000.0,-1
6.0,4.8,100.0,-1
6.0,4.8,300.0,-1
6.0,4.8,500.0,-1
6.0,4.8,600.0,-1
6.0,4.8,800.0,-1
6.0,4.8,900.0,-1
6.0,4.8,1000.0,-1
6.0,4.8,1100.0,-1
6.0,4.8,1200.0,-1
6.0,4.8,1500.0,-1
6.0,4.8,2000.0,-1
6.4,4.8,100.0,-1
6.4,4.8,300.0,-1
6.4,4.8,500.0,-1
6.4,4.8,600.0,-1
6.4,4.8,800.0,-1
6.4,4.8,900.0,-1
6.4,4.8,1000.0,-1
6.4,4.8,1100.0,-1
6.4,4.8,1200.0,-1
6.4,4.8,1500.0,-1
6.4,4.8,2000.0,-1
6.8,4.8,100.0,-1
6.8,4.8,300.0,-1
6.8,4.8,500.0,-1
6.8,4.8,600.0,-1
6.8,4.8,800.0,-1
6.8,4.8,900.0,-1
6.8,4.8,1000.0,-1
6.8,4.8,1100.0,-1
6.8,4.8,1200.0,-1
6.8,4.8,1500.0,-1
6.8,4.8,2000.0,-1
7.2,4.8,100.0,-1
7.2,4.8,300.0,-1
7.2,4.8,500.0,-1
7.2,4.8,600.0,-1
7.2,4.8,800.0,-1
7.2,4.8,900.0,-1
7.2,4.8,1000.0,-1
7.2,4.8,1100.0,-1
7.2,4.8,1200.0,-1
7.2,4.8,1500.0,-1
7.2,4.8,2000.0,-1
7.6,4.8,100.0,-1
7.6,4.8,300.0,-1
7.6,4.8,500.0,-1
7.6,4.8,600.0,-1
7.6,4.8,800.0,-1
7.6,4.8,900.0,-1
7.6,4.8,1000.0,-1
7.6,4.8,1100.0,-1
7.6,4.8,1200.0,-1
7.6,4.8,1500.0,-1
7.6,4.8,2000.0,-1
0.0625,5.2,100.0,-1
0.0625,5.2,300.0,-1
0.0625,5.2,500.0,-1
0.0625,5.2,600.0,-1
0.0625,5.2,800.0,-1
0.0625,5.2,900.0,-1
0.0625,5.2,1000.0,-1
0.0625,5.2,1100.0,-1
0.0625,5.2,1200.0,-1
0.0625,5.2,1500.0,-1
0.0625,5.2,2000.0,-1
0.125,5.2,100.0,-1
0.125,5.2,300.0,-1
0.125,5.2,500.0,-1
0.125,5.2,600.0,-1
0.125,5.2,800.0,-1
0.125,5.2,900.0,-1
0.125,5.2,1000.0,-1
0.125,5.2,1100.0,-1
0.125,5.2,1200.0,-1
0.125,5.2,1500.0,-1
0.125,5.2,2000.0,-1
0.25,5.2,100.0,-1
0.25,5.2,300.0,-1
0.25,5.2,500.0,-1
0.25,5.2,600.0,-1
0.25,5.2,800.0,-1
0.25,5.2,900.0,-1
0.25,5.2,1000.0,-1
0.25,5.2,1100.0,-1
0.25,5.2,1200.0,-1
0.25,5.2,1500.0,-1
0.25,5.2,2000.0,-1
0.3,5.2,100.0,-1
0.3,5.2,300.0,-1
0.3,5.2,500.0,-1
0.3,5.2,600.0,-1
0.3,5.2,800.0,-1
0.3,5.2,900.0,-1
0.3,5.2,1000.0,-1
0.3,5.2,1100.0,-1
0.3,5.2,1200.0,-1
0.3,5.2,1500.0,-1
0.3,5.2,2000.0,-1
0.5,5.2,100.0,-1
0.5,5.2,300.0,-1
0.5,5.2,500.0,-1
0.5,5.2,600.0,-1
0.5,5.2,800.0,-1
0.5,5.2,900.0,-1
0.5,5.2,1000.0,-1
0.5,5.2,1100.0,-1
0.5,5.2,1200.0,-1
0.5,5.2,1500.0,-1
0.5,5.2,2000.0,-1
0.6,5.2,100.0,-1
0.6,5.2,300.0,-1
0.6,5.2,500.0,-1
0.6,5.2,600.0,-1
0.6,5.2,800.0,-1
0.6,5.2,900.0,-1
0.6,5.2,1000.0,-1
0.6,5.2,1100.0,-1
0.6,5.2,1200.0,-1
0.6,5.2,1500.0,-1
0.6,5.2,2000.0,-1
0.8,5.2,100.0,-1
0.8,5.2,300.0,-1
0.8,5.2,500.0,-1
0.8,5.2,600.0,-1
0.8,5.2,800.0,-1
0.8,5.2,900.0,-1
0.8,5.2,1000.0,-1
0.8,5.2,1100.0,-1
0.8,5.2,1200.0,-1
0.8,5.2,1500.0,-1
0.8,5.2,2000.0,-1
1.0,5.2,100.0,-1
1.0,5.2,300.0,-1
1.0,5.2,500.0,-1
1.0,5.2,600.0,-1
1.0,5.2,800.0,-1
1.0,5.2,900.0,-1
1.0,5.2,1000.0,-1
1.0,5.2,1100.0,-1
1.0,5.2,1200.0,-1
1.0,5.2,1500.0,-1
1.0,5.2,2000.0,-1
1.2,5.2,100.0,-1
1.2,5.2,300.0,-1
1.2,5.2,500.0,-1
1.2,5.2,600.0,-1
1.2,5.2,800.0,-1
1.2,5.2,900.0,-1
1.2,5.2,1000.0,-1
1.2,5.2,1100.0,-1
1.2,5.2,1200.0,-1
1.2,5.2,1500.0,-1
1.2,5.2,2000.0,-1
1.6,5.2,100.0,-1
1.6,5.2,300.0,-1
1.6,5.2,500.0,-1
1.6,5.2,600.0,-1
1.6,5.2,800.0,-1
1.6,5.2,900.0,-1
1.6,5.2,1000.0,-1
1.6,5.2,1100.0,-1
1.6,5.2,1200.0,-1
1.6,5.2,1500.0,-1
1.6,5.2,2000.0,-1
2.0,5.2,100.0,-1
2.0,5.2,300.0,-1
2.0,5.2,500.0,-1
2.0,5.2,600.0,-1
2.0,5.2,800.0,-1
2.0,5.2,900.0,-1
2.0,5.2,1000.0,-1
2.0,5.2,1100.0,-1
2.0,5.2,1200.0,-1
2.0,5.2,1500.0,-1
2.0,5.2,2000.0,-1
2.4,5.2,100.0,-1
2.4,5.2,300.0,-1
2.4,5.2,500.0,-1
2.4,5.2,600.0,-1
2.4,5.2,800.0,-1
2.4,5.2,900.0,-1
2.4,5.2,1000.0,-1
2.4,5.2,1100.0,-1
2.4,5.2,1200.0,-1
2.4,5.2,1500.0,-1
2.4,5.2,2000.0,-1
2.8,5.2,100.0,-1
2.8,5.2,300.0,-1
2.8,5.2,500.0,-1
2.8,5.2,600.0,-1
2.8,5.2,800.0,-1
2.8,5.2,900.0,-1
2.8,5.2,1000.0,-1
2.8,5.2,1100.0,-1
2.8,5.2,1200.0,-1
2.8,5.2,1500.0,-1
2.8,5.2,2000.0,-1
3.2,5.2,100.0,-1
3.2,5.2,300.0,-1
3.2,5.2,500.0,-1
3.2,5.2,600.0,-1
3.2,5.2,800.0,-1
3.2,5.2,900.0,-1
3.2,5.2,1000.0,-1
3.2,5.2,1100.0,-1
3.2,5.2,1200.0,-1
3.2,5.2,1500.0,-1
3.2,5.2,2000.0,-1
3.6,5.2,100.0,-1
3.6,5.2,300.0,-1
3.6,5.2,500.0,-1
3.6,5.2,600.0,-1
3.6,5.2,800.0,-1
3.6,5.2,900.0,-1
3.6,5.2,1000.0,-1
3.6,5.2,1100.0,-1
3.6,5.2,1200.0,-1
3.6,5.2,1500.0,-1
3.6,5.2,2000.0,-1
4.0,5.2,100.0,-1
4.0,5.2,300.0,-1
4.0,5.2,500.0,-1
4.0,5.2,600.0,-1
4.0,5.2,800.0,-1
4.0,5.2,900.0,-1
4.0,5.2,1000.0,-1
4.0,5.2,1100.0,-1
4.0,5.2,1200.0,-1
4.0,5.2,1500.0,-1
4.0,5.2,2000.0,-1
4.4,5.2,100.0,-1
4.4,5.2,300.0,-1
4.4,5.2,500.0,-1
4.4,5.2,600.0,-1
4.4,5.2,800.0,-1
4.4,5.2,900.0,-1
4.4,5.2,1000.0,-1
4.4,5.2,1100.0,-1
4.4,5.2,1200.0,-1
4.4,5.2,1500.0,-1
4.4,5.2,2000.0,-1
4.8,5.2,100.0,-1
4.8,5.2,300.0,-1
4.8,5.2,500.0,-1
4.8,5.2,600.0,-1
4.8,5.2,800.0,-1
4.8,5.2,900.0,-1
4.8,5.2,1000.0,-1
4.8,5.2,1100.0,-1
4.8,5.2,1200.0,-1
4.8,5.2,1500.0,-1
4.8,5.2,2000.0,-1
5.2,5.2,100.0,-1
5.2,5.2,300.0,-1
5.2,5.2,500.0,-1
5.2,5.2,600.0,-1
5.2,5.2,800.0,-1
5.2,5.2,900.0,-1
5.2,5.2,1000.0,-1
5.2,5.2,1100.0,-1
5.2,5.2,1200.0,-1
5.2,5.2,1500.0,-1
5.2,5.2,2000.0,-1
5.6,5.2,100.0,-1
5.6,5.2,300.0,-1
5.6,5.2,500.0,-1
5.6,5.2,600.0,-1
5.6,5.2,800.0,-1
5.6,5.2,900.0,-1
5.6,5.2,1000.0,-1
5.6,5.2,1100.0,-1
5.6,5.2,1200.0,-1
5.6,5.2,1500.0,-1
5.6,5.2,2000.0,-1
6.0,5.2,100.0,-1
6.0,5.2,300.0,-1
6.0,5.2,500.0,-1
6.0,5.2,600.0,-1
6.0,5.2,800.0,-1
6.0,5.2,900.0,-1
6.0,5.2,1000.0,-1
6.0,5.2,1100.0,-1
6.0,5.2,1200.0,-1
6.0,5.2,1500.0,-1
6.0,5.2,2000.0,-1
6.4,5.2,100.0,-1
6.4,5.2,300.0,-1
6.4,5.2,500.0,-1
6.4,5.2,600.0,-1
6.4,5.2,800.0,-1
6.4,5.2,900.0,-1
6.4,5.2,1000.0,-1
6.4,5.2,1100.0,-1
6.4,5.2,1200.0,-1
6.4,5.2,1500.0,-1
6.4,5.2,2000.0,-1
6.8,5.2,100.0,-1
6.8,5.2,300.0,-1
6.8,5.2,500.0,-1
6.8,5.2,600.0,-1
6.8,5.2,800.0,-1
6.8,5.2,900.0,-1
6.8,5.2,1000.0,-1
6.8,5.2,1100.0,-1
6.8,5.2,1200.0,-1
6.8,5.2,1500.0,-1
6.8,5.2,2000.0,-1
7.2,5.2,100.0,-1
7.2,5.2,300.0,-1
7.2,5.2,500.0,-1
7.2,5.2,600.0,-1
7.2,5.2,800.0,-1
7.2,5.2,900.0,-1
7.2,5.2,1000.0,-1
7.2,5.2,1100.0,-1
7.2,5.2,1200.0,-1
7.2,5.2,1500.0,-1
7.2,5.2,2000.0,-1
7.6,5.2,100.0,-1
7.6,5.2,300.0,-1
7.6,5.2,500.0,-1
7.6,5.2,600.0,-1
7.6,5.2,800.0,-1
7.6,5.2,900.0,-1
7.6,5.2,1000.0,-1
7.6,5.2,1100.0,-1
7.6,5.2,1200.0,-1
7.6,5.2,1500.0,-1
7.6,5.2,2000.0,-1
0.0625,5.6,100.0,-1
0.0625,5.6,300.0,-1
0.0625,5.6,500.0,-1
0.0625,5.6,600.0,-1
0.0625,5.6,800.0,-1
0.0625,5.6,900.0,-1
0.0625,5.6,1000.0,-1
0.0625,5.6,1100.0,-1
0.0625,5.6,1200.0,-1
0.0625,5.6,1500.0,-1
0.0625,5.6,2000.0,-1
0.125,5.6,100.0,-1
0.125,5.6,300.0,-1
0.125,5.6,500.0,-1
0.125,5.6,600.0,-1
0.125,5.6,800.0,-1
0.125,5.6,900.0,-1
0.125,5.6,1000.0,-1
0.125,5.6,1100.0,-1
0.125,5.6,1200.0,-1
0.125,5.6,1500.0,-1
0.125,5.6,2000.0,-1
0.25,5.6,100.0,-1
0.25,5.6,300.0,-1
0.25,5.6,500.0,-1
0.25,5.6,600.0,-1
0.25,5.6,800.0,-1
0.25,5.6,900.0,-1
0.25,5.6,1000.0,-1
0.25,5.6,1100.0,-1
0.25,5.6,1200.0,-1
0.25,5.6,1500.0,-1
0.25,5.6,2000.0,-1
0.3,5.6,100.0,-1
0.3,5.6,300.0,-1
0.3,5.6,500.0,-1
0.3,5.6,600.0,-1
0.3,5.6,800.0,-1
0.3,5.6,900.0,-1
0.3,5.6,1000.0,-1
0.3,5.6,1100.0,-1
0.3,5.6,1200.0,-1
0.3,5.6,1500.0,-1
0.3,5.6,2000.0,-1
0.5,5.6,100.0,-1
0.5,5.6,300.0,-1
0.5,5.6,500.0,-1
0.5,5.6,600.0,-1
0.5,5.6,800.0,-1
0.5,5.6,900.0,-1
0.5,5.6,1000.0,-1
0.5,5.6,1100.0,-1
0.5,5.6,1200.0,-1
0.5,5.6,1500.0,-1
0.5,5.6,2000.0,-1
0.6,5.6,100.0,-1
0.6,5.6,300.0,-1
0.6,5.6,500.0,-1
0.6,5.6,600.0,-1
0.6,5.6,800.0,-1
0.6,5.6,900.0,-1
0.6,5.6,1000.0,-1
0.6,5.6,1100.0,-1
0.6,5.6,1200.0,-1
0.6,5.6,1500.0,-1
0.6,5.6,2000.0,-1
0.8,5.6,100.0,-1
0.8,5.6,300.0,-1
0.8,5.6,500.0,-1
0.8,5.6,600.0,-1
0.8,5.6,800.0,-1
0.8,5.6,900.0,-1
0.8,5.6,1000.0,-1
0.8,5.6,1100.0,-1
0.8,5.6,1200.0,-1
0.8,5.6,1500.0,-1
0.8,5.6,2000.0,-1
1.0,5.6,100.0,-1
1.0,5.6,300.0,-1
1.0,5.6,500.0,-1
1.0,5.6,600.0,-1
1.0,5.6,800.0,-1
1.0,5.6,900.0,-1
1.0,5.6,1000.0,-1
1.0,5.6,1100.0,-1
1.0,5.6,1200.0,-1
1.0,5.6,1500.0,-1
1.0,5.6,2000.0,-1
1.2,5.6,100.0,-1
1.2,5.6,300.0,-1
1.2,5.6,500.0,-1
1.2,5.6,600.0,-1
1.2,5.6,800.0,-1
1.2,5.6,900.0,-1
1.2,5.6,1000.0,-1
1.2,5.6,1100.0,-1
1.2,5.6,1200.0,-1
1.2,5.6,1500.0,-1
1.2,5.6,2000.0,-1
1.6,5.6,100.0,-1
1.6,5.6,300.0,-1
1.6,5.6,500.0,-1
1.6,5.6,600.0,-1
1.6,5.6,800.0,-1
1.6,5.6,900.0,-1
1.6,5.6,1000.0,-1
1.6,5.6,1100.0,-1
1.6,5.6,1200.0,-1
1.6,5.6,1500.0,-1
1.6,5.6,2000.0,-1
2.0,5.6,100.0,-1
2.0,5.6,300.0,-1
2.0,5.6,500.0,-1
2.0,5.6,600.0,-1
2.0,5.6,800.0,-1
2.0,5.6,900.0,-1
2.0,5.6,1000.0,-1
2.0,5.6,1100.0,-1
2.0,5.6,1200.0,-1
2.0,5.6,1500.0,-1
2.0,5.6,2000.0,-1
2.4,5.6,300.0,-1
2.4,5.6,500.0,-1
2.4,5.6,600.0,-1
2.4,5.6,800.0,-1
2.4,5.6,900.0,-1
2.4,5.6,1000.0,-1
2.4,5.6,1100.0,-1
2.4,5.6,1200.0,-1
2.4,5.6,1500.0,-1
2.4,5.6,2000.0,-1
2.8,5.6,100.0,-1
2.8,5.6,300.0,-1
2.8,5.6,500.0,-1
2.8,5.6,600.0,-1
2.8,5.6,800.0,-1
2.8,5.6,900.0,-1
2.8,5.6,1000.0,-1
2.8,5.6,1100.0,-1
